chill_water_outlet_temp,chill_water_inlet_temp,condenser_pressure,differential_pressure,supply_water_temp,cooling_tower_fan_status,fault_type,timestamp
6.496714153011233,9.364360476965945,1.6607526347563892,14.569730350623212,45.69657249533363,1,1,2025-02-07 19:03:08.775785
5.861735698828816,9.31987883742422,4.347250268473173,14.90203228877907,45.56664718507133,1,0,2025-02-07 19:02:08.775790
6.6476885381006925,7.306535241054977,4.201309469477429,15.192884635762745,43.126960308389016,0,0,2025-02-07 19:01:08.775791
7.523029856408026,9.504864712447844,4.55520902347306,17.840584384938538,46.15916844352748,1,0,2025-02-07 19:00:08.775792
5.765846625276664,11.099243622732617,5.098589265730956,12.75834807453977,42.01983464884676,1,0,2025-02-07 18:59:08.775793
5.765863043050819,8.088651821384808,4.114478921429398,32.46095902546202,43.69163134847934,0,2,2025-02-07 18:58:08.775794
7.5792128155073915,11.572723976575888,5.000410248884207,18.709859226428925,41.00182437420438,1,0,2025-02-07 18:57:08.775795
6.7674347291529084,10.731662231626506,4.109163963826556,13.612065774356106,48.11725303392563,1,0,2025-02-07 18:56:08.775796
5.530525614065048,8.898650017043444,4.0761863937515574,11.210893939268802,44.53690101210941,1,0,2025-02-07 18:55:08.775797
6.542560043585965,9.787705543993228,4.909297309171607,13.54461017370039,49.333768069632626,1,0,2025-02-07 18:54:08.775798
5.536582307187538,12.39748271146155,4.960968189003808,14.009841794267997,46.60589985303899,0,0,2025-02-07 18:53:08.775798
5.5342702464297435,11.1003217202588,4.925704968381327,19.664888183177297,45.89619642670205,1,0,2025-02-07 18:52:08.775799
6.241962271566035,10.013175482347222,3.8421012958909295,17.774478637130212,43.827544611438,0,0,2025-02-07 18:51:08.775800
4.086719755342202,9.643475024558523,4.267024510963974,18.442561849896727,42.90729992862516,0,0,2025-02-07 18:50:08.775801
4.275082167486968,10.11491360567749,4.911494296001661,17.459920927040358,46.04594314779389,1,0,2025-02-07 18:49:08.775801
5.437712470759028,9.232354663086545,4.520770920281947,17.83873101484594,44.85697198145404,1,0,2025-02-07 18:48:08.775802
4.987168879665576,6.842875741421478,3.963153576901268,12.935753620259046,42.3214593690294,0,0,2025-02-07 18:47:08.775803
6.314247332595274,13.063266865802095,4.729158969562721,14.404193533939546,41.96628316698336,1,0,2025-02-07 18:46:08.775804
5.091975924478789,10.232987498799103,4.142596370504265,12.030254060929353,43.082592541712835,0,0,2025-02-07 18:45:08.775804
4.587696298664708,10.597220897683806,5.397262424196106,14.3685359083889,48.64193445053246,1,0,2025-02-07 18:44:08.775806
7.465648768921554,9.913138375184637,5.272420731209129,17.052314972804222,49.42655583602261,0,0,2025-02-07 18:43:08.775807
5.774223699513464,8.897324798913118,4.802048713177784,15.40374985443674,45.40997829461782,1,0,2025-02-07 18:42:08.775807
6.067528204687924,9.721113278576844,5.1805033523848865,18.934442456880884,45.29788559248258,0,0,2025-02-07 18:41:08.775808
4.575251813786544,7.600907856708533,4.53239567506169,11.575752623318342,44.327359256340955,1,0,2025-02-07 18:40:08.775809
5.455617275474817,13.415629747079958,4.882718747187508,16.50071505209472,43.131029303381,0,0,2025-02-07 18:39:08.775810
6.110922589709866,8.148232002366406,5.238860147651037,11.255091594392045,47.75035811521449,1,0,2025-02-07 18:38:08.775810
4.849006422577697,8.452050574229231,4.6227493408971565,15.282529407520927,48.74715278779427,0,0,2025-02-07 18:37:08.775811
6.3756980183456715,9.3396111934204,4.3724064142428585,17.221000267669435,43.21316182832143,1,0,2025-02-07 18:36:08.775812
5.399361310081195,11.932113587278566,3.647689020911442,14.356492299527343,44.8343232431508,1,0,2025-02-07 18:35:08.775813
5.708306250206723,10.02176349889398,4.458433237139253,16.653379812260866,44.10026739857967,1,0,2025-02-07 18:34:08.775813
5.398293387770603,8.145796305954306,4.911711592281156,12.120802995501197,44.159521850270046,0,0,2025-02-07 18:33:08.775814
7.852278184508938,11.88150754113601,4.972816713783815,10.008930065410851,47.37181651085972,1,0,2025-02-07 18:32:08.775815
5.986502775262066,11.096500940178222,4.752182532859205,16.67108886746341,42.37607690926776,0,0,2025-02-07 18:31:08.775816
4.942289071044099,10.807652435824679,4.22935045251888,20.2320307022272,45.932939381872615,0,0,2025-02-07 18:30:08.775816
6.822544912103189,11.07360136175626,3.5115892155262047,12.011865179490323,46.45647621461173,0,0,2025-02-07 18:29:08.775817
4.779156350028978,13.591542850873676,4.2523924509976325,18.666582540320384,44.715697652796365,0,0,2025-02-07 18:28:08.775818
6.208863595004756,13.277642342554168,4.347827564473024,15.130270226449234,46.786135653973545,1,0,2025-02-07 18:27:08.775819
4.040329876120224,8.969926985495057,4.343535516404993,10.992925434920771,45.2953036810749,1,0,2025-02-07 18:26:08.775819
4.671813951101569,12.435827489216727,4.809278178488962,11.605484095943513,47.43425984231222,0,0,2025-02-07 18:25:08.775820
6.1968612358691235,10.57475228463835,5.49283820550742,15.04735432008195,41.95558939014829,1,0,2025-02-07 18:24:08.775821
6.738466579995411,10.748643724206625,4.561764600920546,13.78661313622769,44.30244947798626,1,0,2025-02-07 18:23:08.775822
6.17136828118997,7.461593752535007,4.391634105421769,11.061261069725283,44.85637371429793,1,0,2025-02-07 18:22:08.775823
5.88435171761176,9.744421351917707,4.370389093497954,9.917882156323785,39.6555852310573,1,0,2025-02-07 18:21:08.775823
5.698896304410711,8.780764614495153,4.562192383453857,12.459842016220481,42.82809453284293,1,0,2025-02-07 18:20:08.775824
4.521478009632572,11.242088222339964,4.0858531198258,15.581427024993355,43.37280149128243,0,0,2025-02-07 18:19:08.775825
5.280155791605291,11.606620750604208,4.560099279373028,14.980797742190585,46.8964119896467,1,0,2025-02-07 18:18:08.775825
5.539361229040212,6.888270473475533,4.7254061681659,13.496286127499765,43.5863133073708,0,0,2025-02-07 18:17:08.775826
7.057122226218915,9.966947703993595,4.604843031787244,15.605661582874449,43.363842025388045,1,0,2025-02-07 18:16:08.775827
6.343618289568461,11.682792257191378,2.228770967002391,18.120080159588063,46.63497156131238,1,1,2025-02-07 18:15:08.775828
12.236959844637266,9.719981556529833,4.716873804674267,16.182379531302445,41.76417870841989,1,3,2025-02-07 18:14:08.775828
6.3240839693947954,11.093595467503548,3.614051658876778,14.636073985831258,40.857511865112855,0,0,2025-02-07 18:13:08.775829
5.6149177195836835,10.526748201440626,4.818435079197702,17.78421601998207,44.276815399861306,0,0,2025-02-07 18:12:08.775830
5.323077999694041,10.512490347928939,4.164492577168773,12.120449093351116,42.10458646384329,0,0,2025-02-07 18:11:08.775831
6.611676288840868,9.593027532897555,3.952080418498021,14.325241381333946,42.1806414106807,1,0,2025-02-07 18:10:08.775831
7.030999522495951,8.175128793796436,3.947774086072502,14.396736193198896,46.146867583375965,0,0,2025-02-07 18:09:08.775832
6.931280119116199,8.31770477886246,4.716770805236265,11.289140224671463,46.75194767582516,1,0,2025-02-07 18:08:08.775833
5.160782476777362,11.064028771682976,4.388712536387573,13.740377513146926,46.57772843170425,0,0,2025-02-07 18:07:08.775834
5.690787624148785,10.029187383278325,3.6590156080072944,8.77512095731409,47.21755332061446,1,0,2025-02-07 18:06:08.775834
6.331263431403564,9.792231633089163,4.739018907596142,20.73653414298886,47.4822686400296,1,0,2025-02-07 18:05:08.775835
6.975545127122359,9.36416493651647,3.7801959346005862,12.187758634691061,40.74281958234614,0,0,2025-02-07 18:04:08.775836
5.52082576215471,9.542216731778872,4.569910679259105,19.758342394263934,45.90082391985894,1,0,2025-02-07 18:03:08.775837
5.8143410233361825,11.570367691732208,4.619249462836527,15.114253517158478,43.94078360086088,0,0,2025-02-07 18:02:08.775837
12.893665025993972,9.49713387719796,4.9427885408475225,16.694592396467876,43.505151508019125,1,3,2025-02-07 18:01:08.775838
4.803793375919329,7.988402930047647,5.3908423932334255,13.533600604947205,46.12082926441741,1,0,2025-02-07 18:00:08.775839
6.812525822394198,11.11547766331026,3.8176618370497293,15.623789075885023,41.5394090402085,1,0,2025-02-07 17:59:08.775840
7.356240028570823,9.692685004202923,4.473763071968476,16.951468919965308,41.49778278825536,1,0,2025-02-07 17:58:08.775841
5.927989878419666,10.047093798299164,4.361832352477891,16.993657243182547,46.267145488163436,1,0,2025-02-07 17:57:08.775842
7.003532897892024,12.411367459599266,4.716874842980481,17.32432017022307,45.9755720350218,1,0,2025-02-07 17:56:08.775842
6.361636025047634,9.96915916397424,4.607834385466809,13.89500186988247,45.27346531174302,1,0,2025-02-07 17:55:08.775843
5.354880245394876,10.433775509678089,4.32372687863169,13.558920982525935,43.240173190553726,1,0,2025-02-07 17:54:08.775844
14.361395605508413,8.231614763052512,4.279548905694572,10.21747102419719,46.48765926916425,0,3,2025-02-07 17:53:08.775844
7.538036566465969,9.67049582147356,1.4417745724079762,16.56965703353081,46.36060578412095,1,1,2025-02-07 17:52:08.775845
5.964173960890048,10.914289067812902,4.993930791203255,18.24713613397033,45.17060903009491,1,0,2025-02-07 17:51:08.775846
7.564643655814006,7.666939399238137,2.229602090799765,19.84794503975379,42.64535791746046,0,1,2025-02-07 17:50:08.775847
3.3802548959102556,10.301267639673565,4.958884098897569,15.915517903741524,44.149503308540986,1,0,2025-02-07 17:49:08.775847
6.821902504375224,10.15118660896721,4.344801931762243,12.700560681274293,46.67566735504889,1,0,2025-02-07 17:48:08.775848
6.087047068238172,10.061931183381159,4.171582265652785,9.908711570131633,47.654382445603574,0,0,2025-02-07 17:47:08.775849
