oil_pressure,coolant_temp,battery_voltage,phase1_voltage,phase2_voltage,frequency,load_percent,fault_type,timestamp
2.14901424590337,82.88120158988649,23.66075263475639,229.28288391770536,231.7414312383341,50.03417470574939,79.9121168894297,0,2025-02-07 19:03:08.784734
1.9585207096486446,82.73292945808073,23.847250268473175,229.83672048129844,231.41661796267834,50.00245108612631,82.89862531085609,0,2025-02-07 19:02:08.784737
2.1943065614302077,76.02178413684993,23.70130946947743,230.32147439293792,225.31740077097254,49.913768986716526,55.995025426360485,0,2025-02-07 19:01:08.784739
2.4569089569224074,83.3495490414928,24.05520902347306,234.7343073082309,232.89792110881868,49.99949466783044,52.48128124361368,0,2025-02-07 19:00:08.784740
1.9297539875829992,88.66414540910873,24.598589265730958,226.26391345756628,222.54958662211692,50.09816832509859,66.76193682113791,0,2025-02-07 18:59:08.784741
1.929758912915246,78.62883940461603,23.6144789214294,225.7682650424367,226.72907837119837,49.97476757420423,33.478466763474785,0,2025-02-07 18:58:08.784741
2.4737638446522174,90.24241325525296,24.500410248884208,236.1830987107149,220.00456093551097,50.08395352604605,71.47938963405582,0,2025-02-07 18:57:08.784743
2.230230418745873,87.43887410542169,23.609163963826557,199.3044652036117,237.79313258481406,49.83266624431539,76.93725632263481,3,2025-02-07 18:56:08.784743
1.8591576842195143,127.13871536669775,23.57618639375156,223.68482323211467,228.84225253027353,49.87922126977086,53.8465156354303,2,2025-02-07 18:55:08.784744
2.1627680130757896,84.29235181331076,24.409297309171606,227.57435028950064,240.83442017408157,49.853135899345205,40.47695100044379,0,2025-02-07 18:54:08.784745
1.8609746921562613,92.99160903820517,24.460968189003808,228.34973632378,234.01474963259747,49.88697372564152,31.72910250845181,0,2025-02-07 18:53:08.784746
1.860281073928923,88.66773906752933,24.42570496838133,237.7748136386288,232.2404910667551,50.257436209341215,68.234735969226,0,2025-02-07 18:52:08.784747
2.07258868146981,85.04391827449074,23.34210129589093,234.62413106188367,227.068861528595,50.14520775862207,46.13960439809459,0,2025-02-07 18:51:08.784747
1.4260159266026606,83.81158341519507,23.767024510963974,235.73760308316122,224.7682498215629,49.78461537626313,57.83337522727706,0,2025-02-07 18:50:08.784748
1.48252465024609,85.38304535225829,24.41149429600166,234.09986821173393,232.61485786948472,50.08749965928169,53.181331299451855,0,2025-02-07 18:49:08.784749
1.8313137412277083,82.44118221028849,24.020770920281947,234.73121835807657,229.6424299536351,49.921883537470286,40.49308775684776,0,2025-02-07 18:48:08.784750
1.6961506638996728,74.47625247140493,23.463153576901266,226.5595893670984,223.3036484225735,49.86352308290569,60.50212010764224,0,2025-02-07 18:47:08.784750
2.094274199778582,95.21088955267365,24.22915896956272,229.00698922323258,222.4157079174584,49.702852106855495,57.57561136444428,0,2025-02-07 18:46:08.784751
1.7275927773436368,85.77662499599701,23.642596370504265,225.05042343488225,225.2064813542821,50.194383738764046,67.44885737218993,0,2025-02-07 18:45:08.784752
1.5763088895994126,86.99073632561269,24.897262424196107,228.94755984731484,239.10483612633115,49.72722737006657,45.113099671787204,0,2025-02-07 18:44:08.784753
2.439694630676466,84.71046125061545,24.77242073120913,233.4205249546737,241.06638959005653,49.989607364398026,42.87834479120435,0,2025-02-07 18:43:08.784754
1.9322671098540394,81.32441599637706,24.302048713177783,230.67291642406124,231.02494573654454,49.810737750855026,78.86070358538832,0,2025-02-07 18:42:08.784755
2.020258461406377,84.07037759525615,24.680503352384886,236.55740409480148,230.74471398120644,50.155168789413985,72.13153469784248,0,2025-02-07 18:41:08.784756
1.572575544135963,131.5424763571121,24.03239567506169,224.2929210388639,228.3183981408524,49.93312963473721,76.3323871014938,2,2025-02-07 18:40:08.784757
1.8366851826424453,96.38543249026652,24.382718747187507,232.50119175349118,225.3275732584525,49.97310746889593,37.39738870530169,0,2025-02-07 18:39:08.784757
2.0332767769129596,78.82744000788801,24.73886014765104,223.7584859906534,236.87589528803622,49.97985314741399,43.44237859962106,0,2025-02-07 18:38:08.784758
1.6547019267733092,79.8401685807641,24.122749340897155,230.4708823458682,239.36788196948567,50.06051406698716,64.53189097221839,0,2025-02-07 18:37:08.784759
2.1127094055037015,82.798703978068,23.872406414242857,233.7016671127824,225.53290457080357,50.00260095279666,81.43208081237448,0,2025-02-07 18:36:08.784760
1.8198083930243585,91.44037862426188,23.147689020911443,228.92748716587892,229.585808107877,49.991345362207774,83.5268785901082,0,2025-02-07 18:35:08.784760
1.912491875062017,85.07254499631327,23.958433237139253,232.75563302043477,227.75066849644915,49.89631960494904,79.91459773529564,0,2025-02-07 18:34:08.784761
0.9813179682136777,78.81932101984769,24.411711592281154,225.20133832583534,227.89880462567513,49.68505412533158,32.60387676506564,1,2025-02-07 18:33:08.784762
2.555683455352681,91.2716918037867,24.472816713783814,221.68155010901808,235.9295412771493,49.776289808091626,79.25275107934357,0,2025-02-07 18:32:08.784763
1.9959508325786197,88.65500313392741,24.252182532859205,232.785148112439,223.4401922731694,50.14369594773613,83.9454706512649,0,2025-02-07 18:31:08.784763
1.68268672131323,87.69217478608226,23.72935045251888,238.72005117037867,232.33234845468152,49.938836107334744,33.404945409159126,0,2025-02-07 18:30:08.784764
2.2467634736309567,88.5786712058542,23.011589215526204,225.01977529915055,233.64119053652934,49.867198044455506,54.97685362661929,0,2025-02-07 18:29:08.784765
1.6337469050086932,96.97180950291225,23.752392450997633,236.11097090053397,229.2892441319909,49.71885437111639,62.1966193978021,0,2025-02-07 18:28:08.784766
2.0626590785014267,129.6196676504436,23.847827564473025,230.21711704408204,234.46533913493386,49.65607057198193,43.96502237300998,2,2025-02-07 18:27:08.784766
1.4120989628360674,81.56642328498353,23.843535516404994,223.32154239153462,230.73825920268726,49.85935862397436,61.00113936222664,0,2025-02-07 18:26:08.784767
1.6015441853304708,93.11942496405577,24.309278178488963,224.3424734932392,236.08564960578056,50.17761057080905,83.15734727766387,0,2025-02-07 18:25:08.784768
2.059058370760737,128.16844226495326,24.992838205507418,230.07892386680325,222.38897347537073,49.88858596127554,82.01655038074587,2,2025-02-07 18:24:08.784769
2.221539973998623,87.49547908068875,24.061764600920547,227.97768856037948,228.25612369496565,50.08009710504829,86.39023687544886,0,2025-02-07 18:23:08.784769
2.051410484356991,76.53864584178336,23.89163410542177,223.4354351162088,229.64093428574483,49.87938803412041,59.046587903672524,0,2025-02-07 18:22:08.784770
1.965305515283528,84.14807117305902,23.870389093497955,221.52980359387297,216.63896307764327,50.12777333920577,54.634016717635205,0,2025-02-07 18:21:08.784771
1.9096688913232134,80.93588204831718,24.06219238345386,225.76640336036746,224.57023633210733,49.929649839638266,69.9472691419412,0,2025-02-07 18:20:08.784772
1.5564434028897718,89.14029407446654,23.5858531198258,230.9690450416556,225.93200372820607,49.7536231508899,55.00563465606205,0,2025-02-07 18:19:08.784772
1.7840467374815874,90.35540250201403,24.060099279373027,229.9679962369843,234.74102997411674,49.94620938642011,32.51667576005146,0,2025-02-07 18:18:08.784773
1.8618083687120637,74.62756824491845,24.2254061681659,227.4938102124996,226.465783268427,50.36680008365608,73.1952871302273,0,2025-02-07 18:17:08.784774
2.317136667865675,84.88982567997864,24.104843031787244,231.0094359714574,225.9096050634701,50.357976863110174,46.85903647696942,0,2025-02-07 18:16:08.784775
2.1030854868705386,90.60930752397127,24.22877096700239,235.20013359931343,234.08742890328097,50.09730666055587,32.94511873603143,0,2025-02-07 18:15:08.784775
0.9333742130413083,84.06660518843277,24.216873804674268,231.97063255217074,221.91044677104972,49.97258823691726,31.23726459161425,1,2025-02-07 18:14:08.784776
2.0972251908184383,88.64531822501182,23.11405165887678,229.3934566430521,219.64377966278215,50.06078036041902,85.88167611463909,0,2025-02-07 18:13:08.784777
1.884475315875105,86.75582733813542,24.3184350791977,234.64036003330344,228.19203849965328,50.06337046774666,45.124560518650135,0,2025-02-07 18:12:08.784778
1.7969233999082124,86.70830115976314,23.664492577168772,225.20074848891852,222.76146615960823,49.99202264952658,56.87395155138381,0,2025-02-07 18:11:08.784778
2.1835028866522603,83.64342510965851,23.45208041849802,228.87540230222325,222.95160352670175,50.08818880398452,87.03458717393133,0,2025-02-07 18:10:08.784779
2.3092998567487855,78.91709597932146,23.447774086072503,228.99456032199816,232.86716895843992,50.041645372430715,58.05101872684351,0,2025-02-07 18:09:08.784780
2.2793840357348594,79.39234926287486,24.216770805236266,223.81523370778578,234.3798691895629,49.93680552292714,34.71655941157868,0,2025-02-07 18:08:08.784781
1.7482347430332084,88.54676257227659,23.888712536387573,227.90062918857822,233.94432107926062,49.760948640123274,63.11616283479955,0,2025-02-07 18:07:08.784782
1.9072362872446356,85.09729127759442,23.159015608007294,219.6252015955235,235.54388330153617,49.90798815155597,35.29191920724391,0,2025-02-07 18:06:08.784782
2.099379029421069,84.30743877696388,24.23901890759614,239.56089023831476,236.205671600074,50.15990376981472,35.70527270241218,0,2025-02-07 18:05:08.784783
2.2926635381367078,82.88054978838824,23.280195934600588,225.31293105781845,219.35704895586534,49.993707555100926,81.08862442814758,0,2025-02-07 18:04:08.784784
1.856247728646413,83.47405577259624,24.069910679259106,237.93057065710656,232.25205979964733,50.0600573783175,47.36529260187537,0,2025-02-07 18:03:08.784785
1.944302307000855,90.2345589724407,24.119249462836528,230.19042252859745,227.3519590021522,49.94339689445912,70.72021200674618,0,2025-02-07 18:02:08.784785
1.6680995077981915,83.32377959065987,24.442788540847523,232.8243206607798,226.26287877004782,49.78808049899788,60.5354601197197,0,2025-02-07 18:01:08.784786
1.6411380127757988,78.29467643349216,24.890842393233427,227.55600100824535,232.80207316104352,49.95227405702563,43.339601472264846,0,2025-02-07 18:00:08.784787
2.2437577467182592,88.71825887770086,23.31766183704973,231.03964845980838,221.34852260052125,49.79550881985013,61.06921791919246,0,2025-02-07 17:59:08.784788
2.4068720085712467,83.97561668067641,23.973763071968474,233.2524481999422,221.2444569706384,49.78274216527929,34.13961215398517,0,2025-02-07 17:58:08.784789
1.9783969635258998,85.15697932766388,23.86183235247789,233.3227620719709,233.16786372040858,50.24112732177388,50.83274097538256,0,2025-02-07 17:57:08.784790
2.301059869367607,93.03789153199756,24.21687484298048,233.8738669503718,232.4389300875545,49.91598279901316,61.3701735012295,0,2025-02-07 17:56:08.784790
2.1084908075142903,125.31431806480786,24.10783438546681,228.15833644980412,230.68366327935755,49.85170305490799,43.70366028513912,2,2025-02-07 17:55:08.784791
1.8064640736184627,86.44591836559363,23.82372687863169,227.5982016375432,225.60043297638433,50.323591936876184,69.61128781088163,0,2025-02-07 17:54:08.784792
2.108418681652524,79.10538254350837,23.779548905694572,222.029118373662,233.71914817291062,50.16299700708085,33.1087153017784,0,2025-02-07 17:53:08.784793
